SMILES
c1c(N2C(=O)N3CC(N(CC)Cc4cccc(-c5ccc(C#N)cc5)c4)CC3C2=O)cc(Cl)cc1Cl
c1(S(=O)(=O)N(CC)CC)c(C)ccc(C(=O)Nc2ccc(Cl)cn2)c1
c1c2oc(-c3cc(O)c(O)c(O)c3)c(OC3C(O)C(O)C(O)C(CO)O3)cc-2c(O)cc1=O
C(c1nc(-c2cccc(NC(=O)c3ccc(C)s3)c2)oc1C)NC(=O)c1cccc(C)c1C
N(c1ccccc1)C(=O)c1cn(-c2ccccc2)nc1-c1ccc(Cl)cc1
c1c(Cn2c3c(c(C(=O)c4occc4)c2)cccc3)ccc(Cl)c1
S(c1cc2c(cccc2)cc1)Sc1nc(C)[nH]n1
N(c1nc2ccccc2s1)c1ccc(Oc2ncccc2-c2ccnc3ccccc23)cc1
CC1C(CCCN1C(=O)c1nc(C)ccc1-n1nccn1)Oc1ncc(cn1)C(F)(F)F
n1c(-c2ccc(C)cc2)oc(SCC(Nc2ccc(S(=O)(=O)N3CCCCCC3)cc2)=O)n1
CCCOc1ccc(Cl)c(c1)-c1nnc2c(C)nc3ccc(CN4CCOCC4)cc3n12
O1Cc2c(O)c(cc(C)c2)COCc2c(O)c(cc(C)c2)COCc2c(O)c(cc(C)c2)C1
N1=C(NC(C2CC2)C2CC2)OCC1
c1(OCc2ccccc2)cccc(C2C3(CO)C4N(Cc5ccccc5)C5C6(CO)C(N(Cc7ccccc7)C3C4(CO)C6c3cc(OCc4ccccc4)ccc3)C52CO)c1
O=C(c1sc(-c2cc(N)ncc2)nc1-c1ccccc1)OCC
c1(Cn2c(C3CCCC3)c(C(NCc3cc(F)c(F)cc3)=O)c3cc(O)ccc32)ccccc1
C(O)(=O)c1c(C(O)=O)n(CCNS(=O)(c2cccc(C(F)(F)F)c2)=O)nn1
c1n(-c2ccccc2C(C)NC2CCSCC2)ncc1
CC(C)Nc1ncc(s1)-c1ccnc(n1)-c1ccccc1Cl
c1c(CNC(=S)NCc2ccc(NS(=O)(C)=O)c(F)c2)cc(C)cc1
C1(NC(=O)CSc2nc(C)nc3sc4c(c23)CCC4)CS(=O)(=O)CC1
COc1ccc(cc1)C(O)CNC(=O)NCC1=C(C)C=C(C)NC1=O
C(F)(c1ccc(C2N(C(C3CC3)c3ccc(C(F)(F)F)nc3)CCC(CC(O)=O)C2)cc1)(F)F
CC[n+]1c(C=Cc2ccc(cc2)N(C)C)sc2ccccc12
C1C(NC(=O)c2ccc(Cl)c(Cl)c2)CCN1Cc1cc(Br)c(OC2CCNC2)cc1
C1(=O)NC(=O)C2(Cc3c(ccc([N+]([O-])=O)c3)N3CC(C)OC(C)C23)C(=O)N1
C(NCCCC1NC(=O)C(C)NC(=O)CNC(=O)C(Cc2ccc(O)cc2)NC(=O)C(CCCNC(=N)N)NC1=O)(=N)N
Clc1cccc(Nn2c(-c3ccccc3)c(C)nc2)c1
Cc1cc(N)c2cc(NC(=O)c3ccccc3COc3cccc(Cl)c3)ccc2n1
O(C(=O)C1CC(=O)N(Cc2ccccc2)C1)Cc1c(C(OCC)=O)c(C)c(C(OCC)=O)[nH]1
CN(Cc1cccnc1)C(=O)CNC(=O)COc1ccccc1
c1ccc[n+](C)c1C#Cc1c(=O)[nH]c(=O)n(C2OC(CO)C(O)C(O)C2O)c1
c1c2c(cc(OCCCCCCCCCCN3C(=O)c4cccc5cccc(c54)C3=O)c1OC)N=CC1CCCN1C2=O
n1cnc(N2CCC(C(=O)Nc3ccccc3OC)CC2)c2nc3n(c12)CCCCC3
CC1(C)N=C(N)N=C(N)N1c1cccc(OCc2ccc(cc2)C(N)=O)c1
c1c(-c2oc(C)c(CCCc3oc4ccc(CC(C(=O)O)Oc5ccc(C(C)=O)cc5)cc4n3)n2)cccc1
O(C)c1ccccc1-n1c(C)cc(C=C2C(=N)N3N=C(CC(=O)N4CCOCC4)SC3=NC2=O)c1C
COc1cc(OC)c(Nc2cc(C)nc3ncnn23)cc1Cl
c1(=O)n(C)c2cc([N+](=O)[O-])c(N3CCN(CCO)CC3)cc2n1C
c1c(CNC(=S)NCc2ccc(NCC(O)=O)c(F)c2)ccc(C(C)(C)C)c1
c1nnc(CN(Cc2c(C)oc(-c3c(OC)ccc(OC)c3)n2)C)n1C
c1(Br)cc(C(=O)c2c(F)cccc2)cc(C(c2ccccc2F)=NNC(N)=S)c1
c1c(O)ccc(-c2ccc(CO)c(C#Cc3ccc(O)cc3)c2C(=C2C=CC(=O)C=C2)c2ccc(O)cc2)c1
