,SupCon,Recon
0,4.658494472503662,3.507209300994873
1,4.427360534667969,3.4167840480804443
2,4.253018379211426,3.270986318588257
3,4.269973278045654,3.1856842041015625
4,4.065131664276123,3.0760321617126465
5,4.157169342041016,3.0480568408966064
6,3.967869520187378,2.946406364440918
7,3.9465949535369873,2.8581812381744385
8,3.9475045204162598,2.8049490451812744
9,3.9139046669006348,2.851141929626465
10,4.003515243530273,2.6623051166534424
11,3.89290714263916,2.690804958343506
12,4.051242828369141,2.584242820739746
13,4.246076583862305,2.5886154174804688
14,3.626011848449707,2.5035319328308105
15,3.606295585632324,2.5480997562408447
16,3.512053966522217,2.4857263565063477
17,3.5919694900512695,2.476818084716797
18,3.4832091331481934,2.521564483642578
19,3.655789852142334,2.4740846157073975
20,3.435288906097412,2.4438648223876953
21,3.361793279647827,2.4089462757110596
22,3.357802152633667,2.4193289279937744
23,3.3170905113220215,2.28574800491333
24,3.383058547973633,2.3336236476898193
25,3.2278008460998535,2.3281805515289307
26,3.444669723510742,2.3257317543029785
27,3.337920904159546,2.278729200363159
28,3.1677987575531006,2.322146415710449
29,3.2181735038757324,2.339493751525879
30,3.224038600921631,2.2362194061279297
31,3.188669204711914,2.3350257873535156
32,3.039881706237793,2.2154054641723633
33,3.052478551864624,2.3403964042663574
34,3.1817774772644043,2.211177349090576
35,3.338724136352539,2.128150224685669
36,2.9545676708221436,2.319575071334839
37,3.094996452331543,2.259280204772949
38,2.7129247188568115,2.198791265487671
39,3.1183910369873047,2.1876444816589355
40,2.8891360759735107,2.136476993560791
41,2.9064674377441406,2.054401159286499
42,2.984657049179077,2.25712251663208
43,2.871603488922119,2.1379528045654297
44,2.7289209365844727,2.138578414916992
45,3.0362396240234375,2.0632011890411377
46,2.9011178016662598,2.155379056930542
47,2.758002758026123,2.127777338027954
48,2.834542751312256,2.121947765350342
49,2.723914861679077,2.0771939754486084
50,2.7366156578063965,2.078509569168091
51,2.8211286067962646,2.1664071083068848
52,3.0014805793762207,2.122032403945923
53,2.808739423751831,2.1546096801757812
54,2.868703842163086,2.0929934978485107
55,2.665799140930176,2.0337071418762207
56,2.793294906616211,2.044337511062622
57,2.7138726711273193,2.0279197692871094
58,2.5670127868652344,2.017761468887329
59,2.7678163051605225,2.012152671813965
60,2.6155006885528564,2.017160415649414
61,2.5942816734313965,1.9495344161987305
62,2.6279454231262207,1.8808770179748535
63,2.7453525066375732,1.9138991832733154
64,2.6252899169921875,2.0300357341766357
65,2.5884647369384766,1.9723306894302368
66,2.5789706707000732,1.9705746173858643
67,2.749577045440674,1.9112530946731567
68,2.7140326499938965,2.089751958847046
69,2.4942195415496826,2.035351037979126
70,2.6981475353240967,1.965010166168213
71,2.6070494651794434,1.909360647201538
72,2.381589412689209,1.9313026666641235
73,2.604732036590576,1.9694128036499023
74,2.614022731781006,1.9684867858886719
75,2.6160247325897217,1.905631184577942
76,2.5650033950805664,1.8406215906143188
77,2.4161934852600098,1.8701649904251099
78,2.5251054763793945,1.8279846906661987
79,2.393249988555908,1.8697129487991333
80,2.5438289642333984,1.8792235851287842
81,2.713869094848633,1.8340426683425903
82,2.5614235401153564,1.837790846824646
83,2.304673910140991,1.886491060256958
84,2.4372541904449463,1.9148908853530884
85,2.3193624019622803,1.8330665826797485
86,2.406933307647705,1.8016735315322876
87,2.547299385070801,1.7880985736846924
88,2.5126309394836426,1.9569298028945923
89,2.4465420246124268,1.8300379514694214
90,2.4931447505950928,1.7902127504348755
91,2.378042221069336,1.7822482585906982
92,2.4853086471557617,1.7845088243484497
93,2.4183449745178223,1.7735621929168701
94,2.3904075622558594,1.7672514915466309
95,2.305140256881714,1.819100022315979
96,2.502638578414917,1.8019732236862183
97,2.1982226371765137,1.8035972118377686
98,2.3347854614257812,1.7760653495788574
99,2.3783786296844482,1.798736333847046
100,2.4287118911743164,1.6900402307510376
101,2.3224446773529053,1.7812039852142334
102,2.3389008045196533,1.7190767526626587
103,2.4027326107025146,1.662380337715149
104,2.3781955242156982,1.7272392511367798
105,2.3300559520721436,1.6568632125854492
106,2.2904224395751953,1.768556833267212
107,2.3223888874053955,1.6750434637069702
108,2.4526991844177246,1.7254729270935059
109,2.3171911239624023,1.6956356763839722
110,2.403449773788452,1.6401958465576172
111,2.2533891201019287,1.612873911857605
112,2.408851146697998,1.7090319395065308
113,2.199662446975708,1.785253882408142
114,2.1699001789093018,1.704729437828064
115,2.4788730144500732,1.7661616802215576
116,2.3423945903778076,1.6791342496871948
117,2.3249363899230957,1.711121678352356
118,2.2775726318359375,1.666327953338623
119,2.1779327392578125,1.6189028024673462
120,2.214324951171875,1.7502843141555786
121,2.129694938659668,1.6638307571411133
122,2.1890974044799805,1.6138670444488525
123,2.212360143661499,1.6280046701431274
124,2.1463215351104736,1.6658416986465454
125,2.052102565765381,1.650458812713623
126,2.3209943771362305,1.6420576572418213
127,2.1519217491149902,1.5813384056091309
128,2.167567253112793,1.6959682703018188
129,2.3876705169677734,1.6330580711364746
130,2.2600417137145996,1.4860285520553589
131,2.140047073364258,1.644950270652771
132,2.2101056575775146,1.6432576179504395
133,2.2515158653259277,1.5387855768203735
134,2.4269118309020996,1.6052861213684082
135,2.0478076934814453,1.5438450574874878
136,2.293112277984619,1.6261990070343018
137,2.128296375274658,1.6387571096420288
138,2.146206855773926,1.5437432527542114
139,2.1773221492767334,1.6339974403381348
140,2.287491798400879,1.6369194984436035
141,2.0230231285095215,1.5712549686431885
142,2.370488166809082,1.5498024225234985
143,2.2965781688690186,1.583469033241272
144,2.3086299896240234,1.5269556045532227
145,2.1420936584472656,1.5368103981018066
146,2.149545431137085,1.6607507467269897
147,2.2330634593963623,1.5403324365615845
148,2.3082637786865234,1.5861881971359253
149,2.1104958057403564,1.4896458387374878
