,SupCon
419,1.8641817569732666
420,1.8307170867919922
421,1.7949872016906738
422,1.8629721403121948
423,1.8073182106018066
424,1.8436206579208374
425,1.8235573768615723
426,1.830587387084961
427,1.872399091720581
428,1.8299424648284912
429,1.8803013563156128
430,1.8689063787460327
431,1.9182331562042236
432,1.9158061742782593
433,1.8376339673995972
434,1.8755868673324585
435,1.8828572034835815
436,1.8548539876937866
437,1.8923537731170654
438,1.8860419988632202
439,1.8539732694625854
440,1.8359978199005127
441,1.8816308975219727
442,1.8534854650497437
443,1.8849481344223022
444,1.9289541244506836
445,1.9396861791610718
446,1.9145889282226562
447,1.8134373426437378
448,1.7773714065551758
449,1.841442584991455
450,1.9382613897323608
451,1.8654232025146484
452,1.7957429885864258
453,1.9200031757354736
454,1.8424391746520996
455,1.8762749433517456
456,1.8561047315597534
457,1.833004355430603
458,1.8949922323226929
459,1.876029372215271
460,1.941275954246521
461,1.7893790006637573
462,1.8768014907836914
463,1.8465250730514526
464,1.8322134017944336
465,1.935563087463379
466,1.7861213684082031
467,1.9717109203338623
468,1.823728322982788
469,1.8403682708740234
470,1.9308433532714844
471,1.8355276584625244
472,1.830143928527832
473,1.8408464193344116
474,1.8867807388305664
475,1.8485215902328491
476,1.8171942234039307
477,1.842893362045288
478,1.8421154022216797
479,1.8994228839874268
480,1.8818144798278809
481,1.897329330444336
482,1.8703079223632812
483,1.9035724401474
484,1.884049415588379
485,1.8477510213851929
486,1.7473620176315308
487,1.827898383140564
488,1.8892476558685303
489,1.8732585906982422
490,1.8603886365890503
491,1.9021096229553223
492,1.8361461162567139
493,1.9489288330078125
494,1.8519341945648193
495,1.8238505125045776
496,1.8341059684753418
497,1.797250747680664
498,1.8329243659973145
499,1.879884123802185
500,1.8506989479064941
501,1.917968988418579
502,1.7974857091903687
503,1.7793630361557007
504,1.827061414718628
505,1.924860954284668
506,1.8057653903961182
507,1.802793264389038
508,1.8381195068359375
509,1.82408607006073
510,1.8442052602767944
511,1.733536720275879
512,1.7648632526397705
513,1.8197673559188843
514,1.8195178508758545
515,1.7992099523544312
516,1.8225206136703491
517,1.801091194152832
518,1.8227391242980957
519,1.8147711753845215
520,1.8064899444580078
521,1.868680477142334
522,1.8455936908721924
523,1.8647537231445312
524,1.877245306968689
525,1.7923263311386108
526,1.866660475730896
527,1.8566808700561523
528,1.8345143795013428
529,1.9100593328475952
530,1.866175651550293
531,1.7664728164672852
532,1.7666995525360107
533,1.8228343725204468
534,1.838759183883667
535,1.899053931236267
536,1.7725486755371094
537,1.7945544719696045
538,1.7809741497039795
539,1.7947089672088623
540,1.8093962669372559
541,1.8453510999679565
542,1.8240795135498047
543,1.8077396154403687
544,1.815246343612671
545,1.8177158832550049
546,1.803389549255371
547,1.865085482597351
548,1.841105341911316
549,1.8289884328842163
550,1.8584641218185425
551,1.9155056476593018
552,1.8536981344223022
553,1.822919249534607
554,1.8311036825180054
555,1.920784831047058
556,1.839384913444519
557,1.8529138565063477
558,1.8118714094161987
559,1.8306434154510498
560,1.839577078819275
561,1.9148629903793335
562,1.7690868377685547
563,1.8050470352172852
564,1.769418478012085
565,1.7735939025878906
566,1.8046278953552246
567,1.7614445686340332
568,1.8385719060897827
569,1.8338874578475952
570,1.8070409297943115
571,1.7779487371444702
572,1.8574899435043335
573,1.836543083190918
574,1.8775160312652588
575,1.8162254095077515
576,1.7926619052886963
577,1.805957555770874
578,1.8699086904525757
579,1.84792160987854
580,1.855716586112976
581,1.8135411739349365
582,1.8048385381698608
583,1.9277442693710327
584,1.7763376235961914
585,1.850199580192566
586,1.763171911239624
587,1.8395875692367554
588,1.8048961162567139
589,1.7863318920135498
590,1.7634176015853882
591,1.8183295726776123
592,1.812415361404419
593,1.7968672513961792
594,1.7916454076766968
595,1.774528980255127
596,1.7805819511413574
597,1.8969075679779053
598,1.7859786748886108
599,1.784430980682373
600,1.9039080142974854
601,1.833264708518982
602,1.7774720191955566
603,1.8020551204681396
604,1.8186392784118652
605,1.7905693054199219
606,1.834459662437439
607,1.7832621335983276
608,1.8418388366699219
609,1.7992929220199585
610,1.8853321075439453
611,1.7700021266937256
612,1.7898764610290527
613,1.7770600318908691
614,1.8197497129440308
615,1.8554420471191406
616,1.7774789333343506
617,1.8664946556091309
618,1.8110594749450684
619,1.7722052335739136
620,1.7958977222442627
621,1.8525903224945068
622,1.8253602981567383
623,1.8559715747833252
624,1.8554472923278809
625,1.8079040050506592
626,1.771307349205017
627,1.8105356693267822
628,1.7992279529571533
629,1.871721625328064
630,1.8657660484313965
631,1.8487293720245361
632,1.7443830966949463
633,1.7670135498046875
634,1.8117420673370361
635,1.7773045301437378
636,1.7748439311981201
637,1.8420677185058594
638,1.8538841009140015
639,1.789937973022461
640,1.7978410720825195
641,1.8014459609985352
642,1.8386377096176147
643,1.8067831993103027
644,1.838754653930664
645,1.7926721572875977
646,1.754675269126892
647,1.8306760787963867
648,1.7318084239959717
649,1.8520206212997437
650,1.7829689979553223
651,1.7611827850341797
652,1.8126143217086792
653,1.7980916500091553
654,1.7361679077148438
655,1.8376801013946533
656,1.829782485961914
657,1.8142369985580444
658,1.8574504852294922
659,1.739173173904419
660,1.8104426860809326
661,1.8057515621185303
662,1.8056488037109375
663,1.8483686447143555
664,1.7569172382354736
665,1.803647518157959
666,1.8410835266113281
667,1.789137601852417
668,1.8296622037887573
669,1.855456829071045
670,1.7579317092895508
671,1.7672185897827148
672,1.7794148921966553
673,1.8220165967941284
674,1.8232040405273438
675,1.7965829372406006
676,1.787449598312378
677,1.7979555130004883
678,1.7834069728851318
679,1.7854514122009277
680,1.7899582386016846
681,1.8486783504486084
682,1.8016060590744019
683,1.8498361110687256
684,1.8018083572387695
