,Recon
495,1.2364418506622314
496,1.1265841722488403
497,1.2019327878952026
498,1.2362306118011475
499,1.2242108583450317
500,1.2307578325271606
501,1.2486083507537842
502,1.1654764413833618
503,1.2423115968704224
504,1.174344778060913
505,1.293022871017456
506,1.191167950630188
507,1.22920823097229
508,1.235924243927002
509,1.2230793237686157
510,1.12527596950531
511,1.1956487894058228
512,1.1629002094268799
513,1.1920744180679321
514,1.1501363515853882
515,1.2377064228057861
516,1.107231616973877
517,1.195710301399231
518,1.1820094585418701
519,1.1657729148864746
520,1.1752771139144897
521,1.1970120668411255
522,1.1440664529800415
523,1.130926251411438
524,1.1776312589645386
525,1.2278738021850586
526,1.1453008651733398
527,1.1658828258514404
528,1.127773404121399
529,1.1742823123931885
530,1.1412060260772705
531,1.2148487567901611
532,1.1629458665847778
533,1.1744961738586426
534,1.1672017574310303
535,1.2177016735076904
536,1.1676297187805176
537,1.1384954452514648
538,1.18514883518219
539,1.1990410089492798
540,1.1868728399276733
541,1.1241660118103027
542,1.1596438884735107
543,1.1419264078140259
544,1.1736605167388916
545,1.175511121749878
546,1.1769261360168457
547,1.1558820009231567
548,1.1998854875564575
549,1.1707372665405273
550,1.1821013689041138
551,1.1732125282287598
552,1.1490341424942017
553,1.198312759399414
554,1.0897122621536255
555,1.1793909072875977
556,1.1864843368530273
557,1.1374808549880981
558,1.1554292440414429
559,1.1334569454193115
560,1.21775484085083
561,1.1408512592315674
562,1.188988208770752
563,1.104831337928772
564,1.157006859779358
565,1.171839714050293
566,1.1322516202926636
567,1.1875163316726685
568,1.1887593269348145
569,1.092840552330017
570,1.0809862613677979
571,1.1157828569412231
572,1.107049584388733
573,1.1754709482192993
574,1.1967264413833618
575,1.1387953758239746
576,1.1349965333938599
577,1.1177030801773071
578,1.1423213481903076
579,1.1001062393188477
580,1.1124778985977173
581,1.0730112791061401
582,1.1625581979751587
583,1.1218093633651733
584,1.1378459930419922
585,1.2296100854873657
586,1.126828908920288
587,1.1875046491622925
588,1.1495717763900757
589,1.0663175582885742
590,1.1423979997634888
591,1.210422396659851
592,1.1218492984771729
593,1.0935918092727661
594,1.0925724506378174
595,1.1127088069915771
596,1.1463348865509033
597,1.0661147832870483
598,1.123308777809143
599,1.1603326797485352
600,1.079473614692688
601,1.1544047594070435
602,1.1677495241165161
603,1.1748179197311401
604,1.1854692697525024
605,1.1056658029556274
606,1.176400065422058
607,1.151002049446106
608,1.2037529945373535
609,1.10451078414917
610,1.1213722229003906
611,1.1518281698226929
612,1.0801362991333008
613,1.1516510248184204
614,1.155846118927002
615,1.1297625303268433
616,1.1530041694641113
617,1.1345728635787964
618,1.1471748352050781
619,1.092110514640808
620,1.1191092729568481
621,1.168267011642456
622,1.14413583278656
623,1.0618960857391357
624,1.124057412147522
625,1.1286126375198364
626,1.1257812976837158
627,1.0693299770355225
628,1.1839120388031006
629,1.1576250791549683
630,1.1478593349456787
631,1.1389142274856567
632,1.0900741815567017
633,1.096638798713684
634,1.1399891376495361
635,1.1052039861679077
636,1.1405950784683228
637,1.161670446395874
638,1.1543439626693726
639,1.062901496887207
640,1.087522268295288
641,1.1002569198608398
642,1.0613460540771484
643,1.0919500589370728
644,1.0834734439849854
645,1.0742477178573608
646,1.1592777967453003
647,1.1539596319198608
648,1.1184742450714111
649,1.0488396883010864
650,1.0781899690628052
651,1.009678602218628
652,1.157095193862915
653,1.148932933807373
654,1.1345772743225098
655,1.070618748664856
656,1.1342782974243164
657,1.1258909702301025
658,1.1500626802444458
659,1.1111104488372803
660,1.0715851783752441
661,1.1045753955841064
662,1.1296252012252808
663,1.1026417016983032
664,1.1150630712509155
665,1.0974856615066528
666,1.1020036935806274
667,1.0488321781158447
668,1.087051510810852
669,1.1377886533737183
670,1.096259593963623
671,1.0407207012176514
672,1.1309947967529297
673,1.0741968154907227
674,1.109890341758728
675,1.0926614999771118
676,1.0569782257080078
677,1.0717990398406982
678,1.1096373796463013
679,1.1388511657714844
680,1.07889723777771
681,1.1473335027694702
682,1.0962653160095215
683,1.0901856422424316
684,1.0599039793014526
685,1.0527414083480835
686,1.0801379680633545
687,1.107109785079956
688,1.1177490949630737
689,1.0556305646896362
690,1.048429012298584
691,1.0573047399520874
692,1.0867005586624146
693,1.078592300415039
694,1.0769656896591187
695,1.0893481969833374
696,1.0450550317764282
697,0.9841514825820923
698,1.0912182331085205
699,1.0924937725067139
700,1.0772165060043335
701,1.1649725437164307
702,1.1129194498062134
703,1.1368141174316406
704,1.138339877128601
705,1.0441136360168457
706,1.1302129030227661
707,1.0324748754501343
708,1.1103752851486206
709,1.1169999837875366
710,1.1064422130584717
711,1.0224159955978394
712,1.0657864809036255
713,1.0436335802078247
714,1.0660487413406372
715,1.1076563596725464
716,1.01602303981781
717,1.1037300825119019
718,1.0880224704742432
719,1.047318935394287
720,1.0713367462158203
721,1.032847285270691
722,1.0474450588226318
723,1.0571807622909546
724,1.0551961660385132
725,1.0707265138626099
726,1.03218674659729
727,1.0894304513931274
728,1.0838135480880737
729,1.0127180814743042
730,1.151815414428711
731,1.1586798429489136
732,1.0810297727584839
733,1.0716804265975952
734,1.0653133392333984
735,1.0394190549850464
736,1.1594045162200928
737,1.0857293605804443
738,1.0482895374298096
739,1.0291210412979126
740,1.0790778398513794
741,1.0554755926132202
742,1.0926440954208374
743,1.0204970836639404
744,1.0700942277908325
745,1.0179225206375122
746,1.0225259065628052
747,1.0718555450439453
748,0.9871905446052551
749,1.0782991647720337
750,1.0999706983566284
751,1.093111515045166
752,1.0355827808380127
753,1.0893810987472534
754,0.9955335855484009
755,1.0533418655395508
756,1.0514405965805054
757,1.1001365184783936
758,1.0409746170043945
759,1.055203914642334
760,1.0560187101364136
761,1.0202765464782715
762,1.0296744108200073
763,1.017174482345581
764,1.0795092582702637
765,1.0204659700393677
766,1.0572049617767334
767,1.016933798789978
768,1.0189871788024902
769,0.9854675531387329
770,1.038166880607605
771,1.1184654235839844
772,0.9931032657623291
773,1.0385624170303345
774,1.058780312538147
775,1.0210652351379395
776,0.9115070104598999
777,1.0207723379135132
778,1.0088515281677246
779,1.01686429977417
780,1.0382235050201416
781,1.0076940059661865
782,0.970548152923584
783,1.0213074684143066
784,0.9750515818595886
785,1.0276663303375244
786,1.0734202861785889
