anc_idx,aug_idx,distance
83,20416,4.374364345217081
83,20417,3.061631494954449
83,20418,9.442909267176175
83,20419,2.9136155616047956
84,20420,4.124848538656102
84,20421,1.947796153456457
84,20422,3.458620982471387
84,20423,2.1218794377191723
84,20424,2.2005703081004415
85,20425,2.6414203130341476
85,20426,6.925187738734346
85,20427,4.146821357671995
85,20428,2.864626007267956
85,20429,3.802161522888975
86,20430,4.188967248222496
86,20431,1.914768471061525
86,20432,2.7554712761508307
86,20433,1.2282455493528284
86,20434,3.1741766316100914
87,20435,9.315031685981312
87,20436,4.630806942626437
87,20437,4.769556065799637
87,20438,12.420345838873388
87,20439,4.769556065799637
88,20440,3.304525004161441
88,20441,4.4752638511785126
88,20442,2.684157626224036
88,20443,3.040520189422968
88,20444,4.804609800695173
89,20445,4.42094481243536
89,20446,1.6802452886322718
89,20447,4.4319469140950405
89,20448,5.9380885136842165
89,20449,1.9976447608301835
90,20450,3.017824706014945
90,20451,2.285252631658276
90,20452,4.166148569013004
90,20453,2.285252631658276
90,20454,3.809643353082518
91,20455,4.115068522172276
91,20456,4.078406333696658
91,20457,4.408013379023621
91,20458,1.831117122348642
91,20459,3.9921409640147387
92,20460,4.183714631537665
92,20461,2.5933318996827057
92,20462,2.7379405173000175
92,20463,3.7063215458704337
92,20464,3.5495693635139034
93,20465,2.480496555120182
93,20466,2.381088305874257
93,20467,5.352703402586627
93,20468,3.3333078831782057
93,20469,2.463011410047316
94,20470,2.6576789392376003
94,20471,2.3938811466510703
94,20472,2.422934847087964
94,20473,2.4198819729453267
94,20474,4.651210194800927
95,20475,3.0026554950116253
95,20476,3.63104924645077
95,20477,3.3980120178769524
95,20478,2.1834821431816764
95,20479,9.585066703892023
96,20480,5.681956139829522
96,20481,4.1125338615536915
96,20482,1.9651938091860466
96,20483,2.0190737831504233
96,20484,4.821388841646989
97,20485,2.554145862635168
97,20486,3.8569162847758585
97,20487,2.0922066158567367
97,20488,2.329895517441477
97,20489,3.783666178286544
98,20490,1.7339963732593489
98,20491,3.5086311644681936
98,20492,3.811264231833303
98,20493,12.371904159435596
98,20494,2.484070650819148
99,20495,3.525373073914605
99,20496,2.8787393874607208
99,20497,9.224368085528344
99,20498,3.110876062795347
99,20499,4.93042909281804
100,20500,1.9139550491505533
100,20501,3.8408382156142977
100,20502,4.014245362973122
100,20503,2.0070572298329634
100,20504,2.9201842491975003
101,20505,2.0812082084102026
101,20506,2.164771185181548
101,20507,2.1305274710081177
101,20508,3.894531529191255
101,20509,1.9913997228282285
102,20510,3.2457099423266325
102,20511,4.672031808616906
102,20512,1.864764341250481
102,20513,2.0626032320968304
102,20514,4.553239308868822
103,20515,9.262720363936987
103,20516,1.6918910414589565
103,20517,4.352350444309019
103,20518,5.6308180853487295
103,20519,2.8667172650831705
104,20520,3.6626845251475886
104,20521,3.97763247260831
104,20522,3.618503825905594
104,20523,1.9586664539653664
104,20524,3.9971522570518383
105,20525,2.60376769125904
105,20526,3.2838483462001955
105,20527,4.160587887467375
105,20528,2.910790463119996
105,20529,3.9202125362675195
106,20530,2.7452153150293044
106,20531,3.4584379045857703
106,20532,3.8804462728469553
106,20533,2.951059459208936
106,20534,4.483431063179987
107,20535,3.676087142196768
107,20536,9.100662707088809
107,20537,4.6830469394693885
107,20538,11.239257813701519
107,20539,2.455609953545944
108,20540,2.2315652800172865
108,20541,4.477368324762233
108,20542,1.9912193791835862
108,20543,6.741285287214122
108,20544,1.9091079708200447
109,20545,2.114525696520178
109,20546,1.8479237211956805
109,20547,1.9653752942091889
109,20548,4.380762763229361
109,20549,11.511906189932896
110,20550,2.8699707541146195
110,20551,3.129009834609674
110,20552,2.222612427059907
110,20553,1.9906041795091456
110,20554,2.3311724820297317
111,20555,1.9318701747023665
111,20556,3.023418540272913
111,20557,4.544556697967378
111,20558,3.306908523735439
111,20559,3.3384552688563405
112,20560,3.337204867269251
112,20561,3.3659885580380826
112,20562,3.882693887823507
112,20563,3.3659885580380826
112,20564,7.247662053921094
113,20565,4.440097130469698
113,20566,2.485129315064076
113,20567,2.458859724751636
113,20568,3.721653953156476
113,20569,4.323429836217761
114,20570,2.5606810431315785
114,20571,2.5622957632693195
114,20572,5.478221430588726
114,20573,3.0866254077511552
114,20574,4.798409936504951
115,20575,2.40117848850585
115,20576,9.14900219418093
115,20577,1.1837674663492932
115,20578,4.939991299769483
115,20579,2.0521826912404784
116,20580,2.2982225151598663
116,20581,2.874028727584569
116,20582,3.715009255500495
116,20583,9.226830079520504
116,20584,2.2982225151598663
117,20585,4.3900293064055695
117,20586,2.4214714024522883
117,20587,2.1674002748900385
117,20588,2.563864995501132
117,20589,2.3283849077219863
118,20590,3.031545780071091
118,20591,2.4509723630577804
118,20592,9.485887979905765
118,20593,2.947165682076434
118,20594,11.396319015315783
119,20595,2.353323389003923
119,20596,2.337281817884329
119,20597,4.953292607211564
119,20598,2.5893292529591614
119,20599,3.6624975498465084
120,20600,3.92524442703217
120,20601,3.620178274108002
120,20602,2.2939414448175675
120,20603,2.2939414448175675
120,20604,3.7111882787280845
121,20605,2.9414545960145015
121,20606,3.054595351163143
121,20607,2.7463952064552557
121,20608,3.407414895808944
121,20609,12.41793413118407
122,20610,3.557759655029966
122,20611,3.6682511755298965
122,20612,2.149271505776771
122,20613,2.084949614317653
122,20614,2.1022044334040664
123,20615,2.683380952330467
