,x,y
810,-8.343228,6.8277516
811,-8.340848,6.838516
812,-8.338659,6.8312182
813,-8.343627,6.8357463
814,-8.3431,6.83791
832,-2.758668,16.288956
4160,-2.7596292,16.290102
4161,-2.7621915,16.293295
4162,-2.759153,16.289257
4163,-2.7606676,16.287516
4164,-2.7621562,16.291832
228,-1.7040343,-8.952916
1140,-1.6713097,-8.979688
1141,-1.6914515,-8.961611
1142,-1.6626326,-8.996267
1143,-1.6931981,-8.960779
1144,-1.6962322,-8.957483
2953,-0.44282827,-1.9567515
14765,-0.45361477,-1.9660006
14766,-0.44285104,-1.9560891
14767,-0.44019514,-1.9506036
14768,-0.45436284,-1.9697925
14769,-0.44364297,-1.9559592
751,-5.668313,3.2277946
3755,-5.663276,3.2033706
3756,-5.664174,3.2184644
3757,-5.6586175,3.2100255
3758,-5.6777325,3.251722
3759,-5.6854234,3.2943585
6087,1.7715994,13.579386
30435,1.7801147,13.571917
30436,1.7630411,13.536527
30437,1.7545929,13.530627
30438,1.7542331,13.53115
30439,1.7610257,13.545645
3058,16.263035,-5.969857
15290,16.24218,-5.988087
15291,16.227798,-5.9971266
15292,16.284737,-5.9475436
15293,16.263046,-5.9688854
15294,16.289026,-5.9438753
4194,12.737798,6.167026
20970,12.753992,6.1888947
20971,12.7400675,6.1693215
20972,12.752686,6.180542
20973,12.751015,6.178915
20974,12.746071,6.1667733
7552,12.355103,16.58213
37760,12.345645,16.593084
37761,12.349619,16.591429
37762,12.358225,16.578903
37763,12.36583,16.570198
37764,12.349718,16.589832
8028,1.7314538,13.505131
40140,1.7163697,13.477795
40141,1.7174172,13.48758
40142,1.7161165,13.484995
40143,1.7281055,13.4981785
40144,1.7336553,13.498239
3563,-5.215551,2.7461286
17815,-5.1625733,2.689146
17816,-5.2253714,2.7517233
17817,-5.2127466,2.742916
17818,-5.2081413,2.7408686
17819,-5.2064276,2.7338922
7168,12.798725,3.3518987
35840,12.80768,3.3605983
35841,12.802914,3.3592339
35842,12.814907,3.3726912
35843,12.788384,3.3436615
35844,12.803182,3.3594599
563,22.681198,4.9066954
2815,22.713886,4.8915105
2816,22.710442,4.882413
2817,22.701874,4.8529744
2818,22.700588,4.875445
2819,22.708763,4.882971
6913,13.253429,11.511345
34565,13.248926,11.504161
34566,13.257052,11.510932
