,x,y
813,17.275026,3.5614412
814,17.273926,3.55731
832,9.856604,11.593859
4160,9.853269,11.595208
4161,9.853152,11.595191
4162,9.852698,11.595426
4163,9.847545,11.59273
4164,9.852923,11.595016
228,10.201864,-8.244752
1140,10.168168,-8.20218
1141,10.190335,-8.227769
1142,10.194663,-8.235201
1143,10.178221,-8.215765
1144,10.196607,-8.232592
2953,9.348556,-1.1615454
14765,9.3562,-1.1398131
14766,9.351484,-1.155275
14767,9.356956,-1.1367
14768,9.3577585,-1.1402366
14769,9.365398,-1.1283865
751,14.259169,2.0892572
3755,14.2568035,2.0756514
3756,14.269978,2.1261654
3757,14.286943,2.092035
3758,14.254855,2.090291
3759,14.251349,2.1494164
6087,6.68304,11.871744
30435,6.6897984,11.876877
30436,6.6990285,11.860707
30437,6.703922,11.87278
30438,6.7002597,11.864028
30439,6.7105436,11.874491
3058,-7.0553093,-2.7395244
15290,-7.058818,-2.7408226
15291,-7.086175,-2.728406
15292,-7.0325427,-2.7083304
15293,-7.0421143,-2.7307003
15294,-7.041242,-2.725525
4194,-2.5505378,-2.6189857
20970,-2.5535235,-2.6204345
20971,-2.523151,-2.592929
20972,-2.5564082,-2.6210885
20973,-2.543452,-2.6218958
20974,-2.5517151,-2.6261547
7552,-9.692326,10.702631
37760,-9.685203,10.713388
37761,-9.695074,10.712277
37762,-9.689161,10.715935
37763,-9.714388,10.698886
37764,-9.703965,10.708477
8028,6.7017426,11.968839
40140,6.7761445,11.917628
40141,6.8046083,11.921021
40142,6.7853346,11.924793
40143,6.777669,11.918873
40144,6.811579,11.934351
3563,14.911698,1.300156
17815,14.918377,1.2847273
17816,14.915531,1.292237
17817,14.920903,1.3060151
17818,14.923442,1.2865214
17819,14.909819,1.3070028
7168,-2.2974067,3.9830253
35840,-2.3146887,3.9966698
35841,-2.299233,3.989744
35842,-2.298169,3.9773686
35843,-2.3071237,3.97931
35844,-2.2948334,3.9807446
563,0.44009382,8.414909
2815,0.4250203,8.400812
2816,0.43260074,8.405176
2817,0.38666633,8.389777
2818,0.48587295,8.447004
2819,0.43807352,8.406815
6913,-2.9837074,9.410713
34565,-2.997383,9.424636
34566,-2.977649,9.410034
34567,-2.9868681,9.405308
34568,-2.9795938,9.4154
34569,-2.9606004,9.401096
6983,5.35963,2.0508573
34915,5.3581243,2.050354
34916,5.3643527,2.0473368
34917,5.3559303,2.0525005
34918,5.35785,2.0512338
34919,5.3617005,2.0505269
5995,4.805374,-2.631991
29975,4.7942266,-2.641845
29976,4.8003116,-2.634331
29977,4.8040624,-2.6346202
29978,4.803358,-2.631383
29979,4.807908,-2.6310987
8208,-3.1007042,9.527691
41040,-3.0946336,9.52262
41041,-3.1087403,9.53927
41042,-3.1128268,9.537159
41043,-3.1002944,9.528657
41044,-3.0904596,9.521209
4153,8.907158,-8.664532
20765,8.880366,-8.645534
20766,8.90761,-8.66528
20767,8.919029,-8.670597
20768,8.899626,-8.656534
20769,8.90494,-8.662552
7797,-9.694791,9.793881
38985,-9.721639,9.862703
38986,-9.722882,9.876628
38987,-9.707995,9.82658
38988,-9.698585,9.806995
38989,-9.7246475,9.880373
1881,8.8610935,-8.586895
9405,8.85915,-8.587144
9406,8.86213,-8.595291
9407,8.86044,-8.58334
9408,8.849652,-8.581307
9409,8.8597765,-8.589449
6875,0.8932959,11.960986
34375,0.88342196,11.972292
34376,0.89508086,11.963621
34377,0.8940075,11.971118
34378,0.89024824,11.970806
34379,0.89176255,11.971209
8714,10.754744,0.7539873
43570,10.767199,0.75894254
43571,10.761389,0.75751495
43572,10.760686,0.75692976
43573,10.733872,0.7255201
43574,10.74778,0.74468416
4164,-4.3169637,-2.615402
20820,-4.31253,-2.6158066
20821,-4.308273,-2.612314
20822,-4.3133693,-2.6140432
20823,-4.322901,-2.616711
20824,-4.300129,-2.6082513
6869,5.001321,0.0142591335
34345,5.0165744,0.018948246
34346,5.0045466,0.026104737
34347,5.010295,0.025740612
34348,5.0032086,0.026867913
34349,4.996748,0.028007666
6352,1.3277618,11.444456
31760,1.3549254,11.410286
31761,1.328289,11.446182
31762,1.3518978,11.417321
31763,1.3492041,11.419824
31764,1.318558,11.458048
3937,-6.701263,8.666292
19685,-6.737658,8.578164
19686,-6.7150636,8.650972
19687,-6.7009525,8.659961
19688,-6.721382,8.653435
19689,-6.735928,8.631909
1346,17.823265,3.470544
6730,17.873026,3.3852553
6731,17.837265,3.4203355
6732,17.847366,3.4108145
6733,17.79126,3.4452403
6734,17.842249,3.38064
7042,4.0133486,0.3037652
35210,3.970699,0.34505492
35211,4.001831,0.3146969
35212,3.9976437,0.3131637
35213,4.0022817,0.3114242
35214,4.001326,0.31368163
8955,-1.9894737,-1.990118
44775,-1.9852439,-1.9865572
44776,-1.9557087,-1.966618
44777,-1.9781307,-1.9902956
44778,-1.9939471,-1.9852612
44779,-2.0196192,-2.028932
2617,20.422443,7.7188735
13085,20.422993,7.7178354
13086,20.425076,7.715838
13087,20.428503,7.7110605
13088,20.434626,7.704328
13089,20.415627,7.72607
6724,18.207954,-0.8783006
33620,18.220512,-0.8544394
33621,18.213776,-0.853362
33622,18.219364,-0.87588394
33623,18.213476,-0.8752621
33624,18.210896,-0.87517035
6226,11.052724,10.466071
31130,11.048386,10.468799
31131,11.04961,10.450855
31132,11.051587,10.447787
31133,11.048968,10.449186
31134,11.041361,10.441522
7701,-4.3391976,5.501186
38505,-4.338917,5.501851
38506,-4.3393497,5.50202
38507,-4.339299,5.50464
38508,-4.339176,5.502993
38509,-4.3393154,5.5020704
7549,-9.735796,10.651426
37745,-9.741831,10.642086
37746,-9.753503,10.606048
37747,-9.776507,10.587937
37748,-9.74685,10.63082
37749,-9.740007,10.634351
5241,20.05397,8.401785
26205,20.057627,8.392161
26206,20.079988,8.375944
26207,20.050995,8.398685
26208,20.06088,8.389041
26209,20.078796,8.381449
8282,9.476521,4.146789
41410,9.466599,4.1232824
41411,9.468475,4.1287775
41412,9.466983,4.1230006
41413,9.456998,4.101713
41414,9.463824,4.117354
7435,7.838061,-6.585941
37175,7.8289185,-6.574037
37176,7.834396,-6.583378
37177,7.835699,-6.57992
37178,7.83403,-6.581227
37179,7.8325925,-6.5796814
7403,-5.997847,7.6637287
37015,-6.0044274,7.679459
37016,-5.9986234,7.6650667
37017,-6.0065317,7.6780133
37018,-6.0048995,7.6677876
37019,-6.014834,7.6742325
6847,7.3519025,11.792396
34235,7.33518,11.812114
34236,7.3421593,11.802051
34237,7.339998,11.804239
34238,7.3289714,11.809394
34239,7.3312573,11.809017
5182,5.475363,9.58182
25910,5.501581,9.576957
25911,5.523382,9.587742
25912,5.4864006,9.565151
25913,5.5114775,9.5914
25914,5.4701333,9.564332
2685,-3.7261045,8.489027
13425,-3.7556846,8.5136795
13426,-3.752562,8.513663
13427,-3.7528973,8.512523
13428,-3.7410793,8.502405
13429,-3.76239,8.524309
5239,14.976706,8.090781
26195,14.972691,8.086368
26196,14.991599,8.106625
26197,15.007154,8.121557
26198,14.979543,8.092155
26199,14.977959,8.094059
3366,4.250119,-1.5232002
16830,4.277652,-1.5544792
16831,4.288508,-1.539821
16832,4.2909193,-1.5604466
16833,4.2917194,-1.5581031
16834,4.290419,-1.5596048
8925,-9.60779,1.0470665
44625,-9.586997,1.0278641
44626,-9.604102,1.0401973
44627,-9.6052265,1.0427189
44628,-9.610744,1.0477414
44629,-9.609752,1.0491554
5674,-7.0704217,4.713186
28370,-7.0693865,4.7078834
28371,-7.056193,4.7074213
28372,-7.0684857,4.7031617
28373,-7.0658307,4.711268
28374,-7.0687385,4.71204
2003,-4.3090243,13.23772
10015,-4.3100286,13.239456
10016,-4.3117433,13.239934
10017,-4.30095,13.233644
10018,-4.305059,13.237013
10019,-4.3093114,13.238457
8475,-8.583737,-3.0877843
42375,-8.580795,-3.0787768
42376,-8.544693,-3.0371485
42377,-8.575936,-3.0734565
42378,-8.568122,-3.0642407
42379,-8.5844345,-3.079679
2861,18.691376,0.09693938
14305,18.674057,0.08467853
14306,18.685339,0.091938645
14307,18.687813,0.09009982
14308,18.67269,0.07643198
14309,18.69028,0.09598525
9659,7.061418,-6.9586663
48295,7.101023,-6.9234886
48296,7.048618,-6.967456
48297,7.0478396,-6.9697447
48298,7.0495734,-6.9724813
48299,7.056976,-6.9640737
9620,-9.664948,8.535971
48100,-9.664294,8.5415745
48101,-9.663436,8.545704
48102,-9.665508,8.532739
48103,-9.664097,8.541116
48104,-9.662685,8.553418
4550,15.070583,-5.6666102
22750,15.073191,-5.714757
22751,15.102187,-5.66551
22752,15.032927,-5.689091
22753,15.090302,-5.6802516
22754,15.066626,-5.652029
7628,-0.83631593,1.279508
38140,-0.88241446,1.2342335
38141,-0.86528355,1.2520671
38142,-0.8677326,1.2501332
38143,-0.85591024,1.2610377
38144,-0.89388317,1.2223493
4751,0.9204154,11.878524
23755,0.91298383,11.864421
23756,0.91940147,11.887851
23757,0.9251222,11.884553
23758,0.91529375,11.902323
23759,0.9256702,11.8870325
6220,4.564869,-4.786638
31100,4.540587,-4.7560034
31101,4.5703998,-4.794786
31102,4.564619,-4.785966
31103,4.558245,-4.778592
31104,4.573514,-4.7942157
3524,18.006657,-0.9960865
17620,18.027102,-0.9827519
17621,18.015116,-0.989362
17622,17.99515,-1.0049282
17623,18.002783,-0.9990303
17624,18.003405,-0.9985728
5546,-1.0222511,11.286909
27730,-1.0592813,11.249109
27731,-1.0283107,11.280947
27732,-1.018053,11.2909565
27733,-1.0223577,11.285906
27734,-1.0371546,11.271478
7728,-8.37199,4.3526692
38640,-8.3340845,4.323386
38641,-8.332457,4.3233843
38642,-8.321152,4.33731
38643,-8.30384,4.291393
38644,-8.334052,4.322115
8926,-9.257365,10.645749
44630,-9.2425585,10.644761
44631,-9.257851,10.646056
44632,-9.272078,10.647638
44633,-9.259144,10.646752
44634,-9.258808,10.647441
3477,4.2204633,-1.0889814
17385,4.2155037,-1.0551349
17386,4.205574,-1.0718504
17387,4.1989756,-1.0761336
17388,4.2160606,-1.0533583
17389,4.2150865,-1.0656664
8436,-10.187774,-1.9776089
42180,-10.183615,-1.98366
42181,-10.1691675,-1.9986368
42182,-10.170756,-1.9985596
42183,-10.168326,-1.9963194
42184,-10.162824,-2.0068934
9447,8.786884,1.6068593
47235,8.78268,1.599806
47236,8.781641,1.6080462
47237,8.7863655,1.6052871
47238,8.787875,1.6032149
47239,8.791383,1.6022804
4735,19.050753,0.36987397
23675,19.04689,0.36687672
23676,19.05381,0.372434
23677,19.056084,0.37453043
23678,19.053204,0.3720013
23679,19.049742,0.36907172
3536,4.0665956,6.566709
17680,4.069289,6.534782
17681,4.0584173,6.554127
17682,4.0559435,6.5599575
17683,4.0438404,6.5606823
17684,4.0457606,6.562934
200,-5.899316,-4.6277046
1000,-5.910808,-4.6234503
1001,-5.912626,-4.6187634
1002,-5.9157095,-4.607828
1003,-5.915796,-4.602905
1004,-5.8995733,-4.632286
